school_id,school,level_name,type_name,school_nature_name,f985,f211,dual_class_name,recommend_master_level(保研星级),num_doctor(博士点),num_master(硕士点),num_subject(国家重点学科),province_name(省份),city_name(城市),town_name(区县),address(学校地址),email(电子邮箱),phone(招生电话),site(官方网址),motto(校训),content(简介),ruanke_rank(软科综合排名),xyh_rank(校友会综合排名),qs_world(QS世界排名),us_rank(US世界排名),tws_china(泰晤士大陆排名)
92,天津体育学院,本科,体育类,公办,2,2,,1,1,2,0,天津,天津市,河西区,"团泊校区：天津市静海区团泊新城西区东海道16号,河西校区：天津市河西区卫津南路51号",zhb@tjus.edu.cn,"022-23015120,022-23012606","https://zb.tjus.edu.cn/, https://www.tjus.edu.cn",,天津体育学院成立于1958年8月。当时，根据中共河北省委“10-15年普及高等教育的方针和适应教育、体育事业发展的需要”，并为准备1959年9月在北京举行的中华人民共和国第一届运动会，河北省人民委员会决定在河北省省会天津市，由原天津体育学校、石家庄师范学院体育系合并，同时在全省抽调优秀运动员，组建天津体育学院。学院的任务是培养运动员、教练员和部分高中,474,339,0,0,0
91,天津城建大学,本科,综合类,公办,2,2,,,0,13,0,天津,天津市,西青区,天津市西青区津静路26号,zhb@tcu.edu.cn,"022-23771790,022-23771791","https://recruit.tcu.edu.cn/, https://www.tcu.edu.cn",,天津城建大学是天津市属普通高等学校，始建于1978年，前身为天津大学第四分校，依托天津大学开办本科教育；1979年，更名为天津大学建筑分校，1987年，更名为天津城市建设学院，2013年，更名为天津城建大学。在46年的办学历程中，学校坚持和加强党对学校工作的全面领导，全面贯彻党的教育方针，始终坚持社会主义办学方向，以立德树人为根本任务，以“发展城市科学，,327,291,0,2073,0
90,天津职业技术师范大学,本科,师范类,公办,2,2,,,0,10,0,天津,天津市,河西区,天津市河西区大沽南路1310号,tutezsb@tute.edu.cn,400-022-9678,"https://zb.tute.edu.cn/, https://www.tute.edu.cn",,天津职业技术师范大学成立于1979年，是我国最早建立的以培养职业教育师资为主要任务的普通本科师范院校，是教育部与天津市人民政府共建高校、人力资源和社会保障部与天津市人民政府共建高校，天津市高水平特色大学建设高校。3次荣获国家级教学成果最高奖，中央文明委授予“全国文明单位”，国务院授予“全国民族团结进步模范集体”，荣获全国黄炎培职业教育奖优,347,262,0,0,0
89,天津中医药大学,本科,医药类,公办,2,2,双一流,1.5,3,6,2,天津,天津市,静海区,天津市静海区团泊新城西区鄱阳湖路10号,zhaoshengchuzc@163.com,"022-59596333,022-59596151","https://zsjy.tjutcm.edu.cn, https://www.tjutcm.edu.cn/",,天津中医药大学始建于1958年（原名天津中医学院）。2020年获批天津市人民政府、教育部、国家中医药管理局共建高校，2017年、2022年连续进入国家“双一流”建设高校序列，是原国家教委批准的唯一一所中国传统医药国际学院，世界中医药学会联合会教育指导委员会主任委员单位。学校主校区坐落于天津市静海区团泊湖畔，占地2600余亩，秉承“校在园中”设计理念，以湖水景,167,113,0,2101,0
88,中国民航大学,本科,理工类,公办,2,2,,1,2,15,0,天津,天津市,东丽区,"东丽校区：天津市东丽区津北公路2898号,宁河校区：天津市宁河区现代产业区永定新河北路1号",zsb@cauc.edu.cn,"022-24092126,022-24092589","https://www.cauc.edu.cn/zsb/, https://www.cauc.edu.cn",,中国民航大学隶属于中国民用航空局，是一所工、理、文、管、法、经、艺等多学科协调发展的行业性大学，是中国民用航空局、天津市、教育部共建高校，是天津市“双一流”建设高校和高水平特色大学建设高校。学校坚持立德树人根本任务，落实价值塑造、能力培养、知识传授三位一体教育理念，着力培养高素质科技创新人才、专业技术人才和国际化人才。学校前身是1951,282,351,0,1947,0
87,天津外国语大学,本科,语言类,公办,2,2,,1,0,7,0,天津,天津市,河西区,"马场道校区：天津市河西区马场道117号,滨海校区：天津市滨海新区大港学府路60号",twzhaoban@tjfsu.edu.cn,"022-23247377,022-23286923","https://zsb.tjfsu.edu.cn/, https://www.tjfsu.edu.cn/",,天津外国语大学（简称“天津外大”“天外”）是一所主要外语语种齐全，文学、哲学、经济学、管理学、法学、教育学、艺术学等多学科协调发展、特色鲜明的高等学校。学校全面落实党的教育方针，坚持立德树人根本任务，秉承“中外求索德业竞进”的校训精神，为党育人、为国育才，着力培养高素质复合型国际化人才。历史沿革1964年，在周恩来总理关怀下，天津外国语,353,214,0,0,0
86,江南大学,本科,综合类,公办,2,1,双一流,2.5,13,34,0,江苏,无锡市,滨湖区,江苏省无锡市蠡湖大道1800号,zhshb@jiangnan.edu.cn,0510-66618590,"https://admission.jiangnan.edu.cn/, https://www.jiangnan.edu.cn/",笃学尚行、止于至善,江南大学是教育部直属、国家“211工程”重点建设高校和“双一流”建设高校。学校具有悠久的办学历史、厚重的文化积淀，源起1902年创建的三江师范学堂，历经国立中央大学、南京大学等发展时期；1958年南京工学院食品工业系整建制东迁无锡独立建校，成立无锡轻工业学院；1962年无锡纺织工学院并入无锡轻工业学院；1995年更名为无锡轻工大学；2001年无锡轻工大学、江南学,55,50,1001-1200,497,52
85,天津商业大学,本科,财经类,公办,2,2,,1,0,11,0,天津,天津市,北辰区,天津市北辰区光荣道409号,tszsb@tjcu.edu.cn,022-26656785,"https://zs.tjcu.edu.cn, https://www.tjcu.edu.cn/",,天津商业大学原名天津商学院，由国家商业部和天津市人民政府于1980年创建。1998年学校实行中央与地方共建、以地方管理为主的管理体制。2007年学校更名为天津商业大学。学校位于天津市北辰区光荣道409号，占地面积近1340亩，建筑面积近51万平方米，教学科研仪器设备总值5.71亿元。图书馆现有中外文藏书224万册，中外文数据库66个，电子图书418.85万册。学校在校生2.3万余人,384,231,0,1818,0
84,天津财经大学,本科,财经类,公办,2,2,,1.5,3,9,1,天津,天津市,河西区,天津市河西区珠江道25号,zhaosheng@tjufe.edu.cn,022-28171399,"https://zhaosheng.tjufe.edu.cn/, https://www.tjufe.edu.cn",,天津财经大学始建于1958年，是新中国最早建立的财经大学之一。以南开大学经济管理类专业为基础组建，并汇聚了一批华北、东北高校经济管理领域享有盛誉的专家学者。校园占地近1400亩，全日制在校生16000余人，是以经济学和管理学科为主干，兼有文学、法学、理学、工学、艺术学等多学科门类交叉渗透、协调发展的多科性大学，也是天津市属重点大学和我国北方培养高级,208,154,0,0,0
82,天津科技大学,本科,理工类,公办,2,2,,1,4,20,1,天津,天津市,河西区,"河西校区：天津市河西区大沽南路1038号,滨海校区：天津市滨海新区经济技术开发区第十三大街9号",zszx@tust.edu.cn,"022-60600336,022-28113336","https://zsb.tust.edu.cn/, https://www.tust.edu.cn",,天津科技大学位于渤海之滨、海河之畔，是中央和地方共建、天津市重点建设高校，是以工为主、工理文农医经管法艺等学科协调发展的多科性大学，是天津双城之“滨城”唯--所拥有本硕博完整教育体系的大学。学校秉承“坚持拓展轻工特色，精心培育行业中坚，天志服务国计民生”的办学传统，弘扬“尚德尚学尚行爱国爱校爱人”的校训精神，为国家培养了近20万名毕业生,161,147,0,1386,0
81,天津理工大学,本科,理工类,公办,2,2,,1,6,22,0,天津,天津市,西青区,天津市西青区宾水西道391号,zsb@tjut.edu.cn,022-60216795,"https://zsb.tjut.edu.cn/, https://www.tjut.edu.cn/",重德重能、求实求新,天津理工大学是一所以工为主，工理结合，工、理、管、文、艺等学科协调发展的多科性大学。学校前身为天津理工学院，于1979年以天津大学理工分校名义开始招收本科生，1981年经国务院批准正式设立。1996年，原天津理工学院与原天津大学分校、天津大学机电分校、天津大学冶金分校三所本科院校合并，组建成新的天津理工学院。经教育部批准，2004年更名为天津理工大学。,183,175,0,1153,0
80,天津工业大学,本科,综合类,公办,2,2,双一流,1.5,5,27,1,天津,天津市,西青区,天津市西青区宾水西道399号,zhaosheng@tiangong.edu.cn,022-83955227,"https://zsb.tiangong.edu.cn/, https://www.tiangong.edu.cn/",,天津工业大学是教育部与天津市共建、天津市重点建设的全日制普通高等学校。学校办学历史悠久，始建于1912年，2000年更名为天津工业大学，2017年、2022年连续进入国家“双一流”建设高校序列，2018年获批国防科工局与天津市共建高校，是我国最早开展纺织高等教育的学府之一，现已发展成为一所以工为主，工、理、文、管、经、法、艺、医协调发展的多科性综合大学。学校,138,132,0,1223,0
79,天津师范大学,本科,师范类,公办,2,2,,1,11,31,2,天津,天津市,西青区,天津市西青区宾水西道393号,zsb@tjnu.edu.cn,022-23541338,"https://zsb.tjnu.edu.cn/, https://www.tjnu.edu.cn/",勤奋严谨，自树树人,天津师范大学始建于1958年，原名天津师范学院，1982年更名为天津师范大学。天津师范大学办学历史可以追溯到1904年天津女学堂的创建。1911年，并入北洋女子师范学堂，成为天津师范大学的重要发端。天津师范大学是天津百年师范教育的传承者，天津基础教育文脉发祥地。1999年，天津师范高等专科学校、天津教育学院与天津师范大学合并组建成新天津师范大学，成为天津市唯,141,117,0,1642,0
78,天津医科大学,本科,医药类,公办,2,1,双一流,3.5,9,11,5,天津,天津市,和平区,"校本部：天津市和平区气象台路22号,广东路校区：天津市河西区广东路1号",zhaoban@tmu.edu.cn,022-83336711,"https://www.tmu.edu.cn/bkzs/, https://www.tmu.edu.cn/",,天津医科大学的前身天津医学院创建于1951年，是新中国成立后原国家政务院批准建立的高等医学院校。著名内分泌学家、医学教育家朱宪彝教授为首任校长。1994年6月天津医学院与天津第二医学院正式组建成立天津医科大学。1996年12月成为天津市唯一的国家“211工程”重点建设市属院校，2015年10月成为天津市人民政府、国家卫生健康委员会和教育部共建高校，2017年9月入选国家,55,99,0,1248,0
77,南京航空航天大学,本科,理工类,公办,2,1,双一流,3.5,20,32,6,江苏,南京市,秦淮区,"明故宫校区：江苏省南京市秦淮区御道街29号,将军路校区：江苏省南京市江宁区将军大道29号,天目湖校区：江苏省溧阳市滨河东路29号",zsb@nuaa.edu.cn,400-1810287,"https://zs.nuaa.edu.cn, https://www.nuaa.edu.cn/",,南京航空航天大学创建于1952年10月，是新中国自己创办的首批航空高等院校之一。1978年被国务院确定为全国重点大学；1981年经国务院批准成为全国首批具有博士学位授予权的高校；1996年进入国家“211工程”建设；2000年经教育部批准设立研究生院；2011年，成为“985工程优势学科创新平台”重点建设高校；2017年，进入国家“双一流”建设序列，现有航空宇航科学与技术、力学,36,49,761-770,560,38
76,上海大学,本科,综合类,公办,2,1,双一流,2,26,41,0,上海,上海市,宝山区,"宝山校区：上海市宝山区上大路99号,延长校区：上海市静安区延长路149号,嘉定校区：上海市嘉定区城中路20号",zbb@oa.shu.edu.cn,021-66134148,"https://bkzsw.shu.edu.cn/, https://www.shu.edu.cn/",自强不息，道济天下,上海大学是上海市属的综合性研究型大学，是教育部与上海市人民政府共建高校，是国家“211工程”重点建设高校、上海市高水平地方大学建设高校，是国家“双一流”建设高校。建校时期，青云发轫。1922年10月23日成立的上海大学，是中国共产党主导创办并实际领导的第一所正规大学。孙中山、李大钊、陈独秀、毛泽东等悉心关怀，于右任、邓中夏、瞿秋白、蔡和森、任弼时,56,71,489,327,32
75,上海交通大学医学院,本科,医药类,公办,1,1,双一流,,7,0,0,上海,上海市,黄浦区,上海市重庆南路227号,zsb@shsmu.edu.cn,021-63846590,"https://www.shsmu.edu.cn/ygzs/, https://www.shsmu.edu.cn/",,上海交通大学医学院位于创新求索、文化荟萃、包容并蓄的黄浦腹地，红墙映日、梧桐环绕。其前身是由圣约翰大学医学院(1896-1952)、震旦大学医学院(1911-1952)、同德医学院（1918-1952)于1952年全国高等学校院系调整时合并而成的上海第二医学院，1985年更名为上海第二医科大学。1997年学校通过了“211工程”立项。2005年7月，上海交通大学与上海第二医科大学合并，成立了新的由教,0,0,0,0,0
74,新疆大学,本科,综合类,公办,2,1,双一流,1.5,16,40,5,新疆,乌鲁木齐市,天山区,"校本部：新疆维吾尔自治区乌鲁木齐市胜利路666号,北校区：新疆维吾尔自治区乌鲁木齐市西北路134号",xjuzsb@163.com,"0991-8585671,0991-8585300","http://welcome.xju.edu.cn/web, https://www.xju.edu.cn",团结、紧张、质朴、活泼,发展理念及办学目标新疆大学始终秉承“团结、紧张、质朴、活泼”的校训，坚守“开拓、进取、求实、创新”的优良校风，坚持“立足新疆、服务西部、面向全国、辐射中亚”的办学定位，坚持“以抗大精神育人，为兴疆固边服务”的办学特色，坚持“建强工科、优化理科、繁荣文科、促进交叉”的学科建设理念和办学优势，力争到2035年全面建成“丝绸之路经济带上特色鲜,129,174,0,1317,0
73,同济大学,本科,综合类,公办,1,1,双一流,4.5,36,44,18,上海,上海市,杨浦区,"四平路校区（主校区）：上海市杨浦区四平路1239号,嘉定校区：上海市嘉定区曹安公路4800号,沪西校区：上海市普陀区真南路500号,沪北校区：上海市静安区中山北路727号",tjzsb@tongji.edu.cn,"021-65982643,021-65981513","https://bkzs.tongji.edu.cn/, https://www.tongji.edu.cn",同舟共济,同济的100年，是与中华民族命运休戚与共的100年；同济的100年，是与祖国科教事业心手相牵的100年；同济的100年，是与上海城市发展相濡以沫的100年。——摘自习近平同志在同济大学建校100周年庆祝大会上的讲话同心同德同舟楫，济人济事济天下！同济大学历史悠久、声誉卓著，是中国最早的国立大学之一，是教育部直属并与上海市共建的全国重点大学。经过117年的发展，同,17,16,192,153,13
72,安徽医科大学,本科,医药类,公办,2,2,,1.5,4,13,1,安徽,合肥市,合肥经济技术开发区,"梅山路校区：安徽省合肥市梅山路81号,翡翠路校区：安徽省合肥市经济开发区翡翠路15号,东校区:安徽省合肥市新站高新技术产业开发区唐河",ahmuzsb@ahmu.edu.cn,0551-65167746,"https://zs.ahmu.edu.cn/, https://www.ahmu.edu.cn/",,安徽医科大学是安徽省办学历史最早的高等学校之一，是安徽省第一所高等医科院校，是安徽省属重点大学，是教育部、国家卫生健康委和安徽省人民政府共建高校，是安徽省第一批地方特色高水平大学和第一批综合改革试点学校。学校前身是1926年始创于上海的东南医科大学，1949年响应中共中央华东局“面向农村，走向内地”的号召，内迁安徽怀远。1952年定址合肥，改名安,154,153,0,1308,0
71,济南大学,本科,综合类,公办,2,2,,1,7,26,0,山东,济南市,,"主校区：山东省济南市市中区南辛庄西路336号,舜耕校区：山东省济南市市中区舜耕路13号",zsb@ujn.edu.cn,0531-82765900,"https://admission.ujn.edu.cn/, https://www.ujn.edu.cn/",,济南大学是山东省人民政府和教育部共建的综合性大学、山东省重点建设大学、山东省高水平大学“冲一流”建设高校，具有学士、硕士、博士学位授予权。济南大学位于山东省济南市，学校主校区位于济南市市中区南辛庄西路336号，舜耕校区位于济南市市中区舜耕路13号。学校始建于1948年，建校70多年来，学校铭记“弘毅、博学、求真、至善”的校训，传承“勤奋、严谨、团,179,145,0,1060,0
70,安徽农业大学,本科,农林类,公办,2,2,,1.5,11,27,1,安徽,合肥市,,安徽省合肥市长江西路130号,zsb@ahau.edu.cn,"0551-65786603,0551-65786135","https://zsb.ahau.edu.cn/, https://www.ahau.edu.cn",团结、勤奋、求实、创新,安徽农业大学坐落于安徽省会合肥，是一所办学历史悠久、以农林生命学科为优势和特色的省政府与农业农村部、国家林业和草原局合作共建高校，全国首批建设“新农村发展研究院”的十所高校之一，安徽省“地方特色高水平”大学建设高校。学校肇始于1928年在当时的省府安庆创办的省立安徽大学，1946年更名为国立安徽大学，1949年迁往芜湖，更名为安徽大学。1954年学校被,153,144,0,1348,0
69,安徽工业大学,本科,理工类,公办,2,2,,1,5,19,0,安徽,马鞍山市,,"佳山校区：安徽省马鞍山市花山区湖东路59号,秀山校区：安徽省马鞍山市马向路1530号",agdzsb@ahut.edu.cn,"0555-2315351,0555-2315272,0555-2315270","https://zs.ahut.edu.cn, https://www.ahut.edu.cn/",,安徽工业大学坐落于长三角与南京毗邻的全国文明城市——安徽省马鞍山市。学校前身是创建于1958年的马鞍山钢铁工业学校；1977年经国务院批准组建马鞍山钢铁学院，隶属于原冶金工业部；1985年更名为华东冶金学院；1998年划转安徽省，实行“中央与地方共建，以安徽省管理为主”的管理体制；2000年经教育部和安徽省人民政府批准，华东冶金学院和安徽商业高等专科学校合并,185,204,0,1486,0
68,安徽理工大学,本科,理工类,公办,2,2,,1,7,23,0,安徽,淮南市,,安徽省淮南市泰丰大街168号,,0554-6632810,"https://zs.aust.edu.cn, https://www.aust.edu.cn/",团结 奋进 博学 奉献,安徽理工大学是安徽省重点建设的特色高水平大学，是安徽省和中华人民共和国应急管理部共建高校，是国家中西部高校基础能力建设工程支持建设的高校，是教育部“卓越工程师教育培养计划”实施高校。校本部教学占地3200亩，合肥办学占地340亩。学校创建于1945年，与合肥工业大学同根同源，是安徽省第一所工科高校。1955年学校由淮南煤矿工业专科学校升格为合肥矿业学,192,269,0,1747,0
67,安徽大学,本科,综合类,公办,2,1,双一流,2,18,33,2,安徽,合肥市,,"磬苑校区：安徽省合肥市经济技术开发区九龙路111号,龙河校区：安徽省合肥市蜀山区肥西路3号",zsb3861777@163.com,"0551-63861666,0551-63861777","https://zsb.ahu.edu.cn, https://www.ahu.edu.cn/",至诚至坚；博学笃行,安徽大学(AnhuiUniversity)坐落于素有“三国故地、包拯家乡，江淮首郡、吴楚要冲”美誉的历史文化名城、安徽省省会合肥市。学校是国家“双一流”和“211工程”建设首批入列高校，是安徽省人民政府与教育部共建高校，是安徽省属重点综合性大学。1928年，安徽大学肇基于时为省会的安庆市，开启安徽现代高等教育之先河，赓续襟江带淮崇教文化之菁华。几经易址，于1956年迁,95,82,0,962,0
66,中国科学技术大学,本科,理工类,公办,1,1,双一流,5,34,6,14,安徽,合肥市,包河区,安徽省合肥市金寨路96号,zsb@ustc.edu.cn,"0551-63602553,0551-63600096","https://zsb.ustc.edu.cn, https://www.ustc.edu.cn/",,中国科学技术大学是中国科学院所属的一所以前沿科学和高新技术为主，兼有医学、特色管理和人文学科的理工科大学。学校现有32个学院，含8个科教融合学院；设有苏州高等研究院、上海研究院、北京研究院、先进技术研究院、国际金融研究院、附属第一医院（安徽省立医院）。学校于1958年9月在北京创建，郭沫若任首任校长。这是我党老一辈革命家和科学家为“两弹一星”,7,8,133,82,6
65,德州学院,本科,综合类,公办,2,2,,,0,0,0,山东,德州市,,山东省德州市大学西路566号,dzxyzb@163.com,0534-2603002,"https://zsw.dzu.edu.cn/index.htm, https://www.dzu.edu.cn/",,德州学院是教育部批准建立的一所山东省属全日制综合性普通高校，是山东省应用型本科高校建设首批支持单位和硕士学位授予单位，坐落于山东省德州市。德州市地处京津冀协同发展、黄河流域生态保护和高质量发展两项国家重大发展战略交汇区，是国家交通运输主枢纽城市，是首都一小时生活圈和省会半小时生活圈城市，素有“九达天衢”“神京门户”之称。学校始建于19,399,364,0,0,0
64,滨州医学院,本科,医药类,公办,2,2,,,0,8,0,山东,烟台市,莱山区,"烟台校区：山东省烟台市莱山区观海路346号（264003）,滨州校区：山东省滨州市黄河三路522号（256603）",zkb@bzmc.edu.cn,"0535-6913058,0543-3257001","https://zb.bzmc.edu.cn/, https://www.bzmc.edu.cn/",,滨州医学院是省属公立全日制普通本科高校，现为山东省应用型人才培养特色名校、山东省应用型本科高校、山东省省市共建高校、山东省博士学位授予立项建设单位。学校前身可溯源至1946年的原国立山东大学医学院，1956年3月独立建制为青岛医学院，1970年10月整体搬迁至山东省惠民地区行署驻地北镇办学，1974年11月设立青岛医学院北镇分院，1981年9月独立建制为北镇医学院，,253,422,0,1858,0
63,合肥工业大学,本科,理工类,公办,2,1,双一流,2.5,20,38,3,安徽,合肥市,庐阳区,安徽省合肥市屯溪路193号,hfutzb@hfut.edu.cn,0551-62902397,"https://bkzs.hfut.edu.cn/, https://www.hfut.edu.cn/",,合肥工业大学是中华人民共和国教育部直属全国重点大学，教育部、工信部和安徽省政府共建高校，教育部与国防科工局共建高校。学校创建于1945年，1960年被中共中央批准为全国重点大学。刘少奇、朱德、董必武、陈毅、邓小平等老一辈无产阶级革命家先后来校视察指导工作，邓小平同志1979年亲笔为学校题写了校名。学校2005年成为国家“211工程”重点建设高校，2009年成为国,83,54,0,789,0
62,郑州大学,本科,综合类,公办,2,1,双一流,2,31,57,8,河南,郑州市,郑州高新技术产业开发区,河南省郑州市科学大道100号,zdzb@zzu.edu.cn,0371-67781182,"http://ao.zzu.edu.cn, https://www.zzu.edu.cn/",求是担当,郑州大学（简称郑大，英文简称：ZZU）由河南省人民政府兴办，法定住所地为河南省郑州市科学大道100号。学校总占地面积6100余亩，主校区位于郑州市科学大道100号，主校区南校园位于郑州市大学北路75号，主校区北校园位于郑州市文化路97号，主校区东校园位于郑州市大学北路40号，主校区西校园位于郑州市科学大道157号；洛阳产业技术研究院位于洛阳市周山大道6号。学校面,50,58,511,213,38
61,中国海洋大学,本科,综合类,公办,1,1,双一流,3,17,34,5,山东,青岛市,崂山区,山东省青岛市崂山区松岭路238号,ouczsb@ouc.edu.cn,"0532-66782426,0532-66781723","https://bkzs.ouc.edu.cn, https://www.ouc.edu.cn/",海纳百川，取则行远,中国海洋大学（OCEANUNIVERSITYOFCHINA），简称中国海大（OUC），是一所学科门类齐全、海洋和水产学科特色显著的教育部直属重点综合性大学，是国家“211工程”“985工程”和“双一流”重点建设高校。学校的发展目标是：到2030年，建成世界一流的综合性海洋大学；到本世纪中叶，建成特色显著的世界一流大学。学校创建于1924年，历经私立青岛大学、国立青岛大学、国立山东大,57,45,801-850,503,0
60,天津大学,本科,综合类,公办,1,1,双一流,4.5,34,47,17,天津,天津市,南开区,"卫津路校区：天津市南开区卫津路92号,北洋园校区：天津市津南区雅观路135号",tdzb@tju.edu.cn,022-60316985,"https://zs.tju.edu.cn/, https://www.tju.edu.cn/",实事求是,天津大学（TianjinUniversity），简称天大，其前身为北洋大学，始建于1895年10月2日，是中国第一所现代大学，开中国近代高等教育之先河。“甲午战争”失败后，学校在“自强之道以作育人才为本，求才之道以设立学堂为先”的办学宗旨下，由清光绪皇帝御笔朱批，创建于天津，由盛宣怀任首任督办。学校初名北洋大学堂，内设头等学堂（大学本科）和二等学堂（大学预科），,20,20,269,195,14
59,南开大学,本科,综合类,公办,1,1,双一流,3.5,31,11,17,天津,天津市,南开区,"八里台校区：天津市南开区卫津路94号,津南校区：天津市海河教育园区同砚路38号,泰达校区：天津市经济开发区宏达街23号",jjjc@nankai.edu.cn,"022-23504845,022-60365167","https://zsb.nankai.edu.cn, https://www.nankai.edu.cn/",允公允能，日新月异,南开大学是教育部直属重点综合性大学，是敬爱的周恩来总理的母校。学校肇始于1904年，成立于1919年，由近代爱国教育家严修、张伯苓秉承教育救国理念创办。1937年校园遭侵华日军炸毁，学校南迁，与北京大学、清华大学组建国立长沙临时大学，1938年迁至昆明改名为国立西南联合大学。1946年回津复校并改为国立。新中国成立以来，学校发展始终得到党和国家的亲切关怀。毛,21,9,377,191,17
58,湖南师范大学,本科,师范类,公办,2,1,双一流,2,20,34,11,湖南,长沙市,,湖南省长沙市麓山路36号,zsb@hunnu.edu.cn,0731-88872222,"https://zsb.hunnu.edu.cn, https://www.hunnu.edu.cn/",仁爱精勤,湖南师范大学创建于1938年，位于历史文化名城长沙，是国家“211工程”重点建设的大学，国家“双一流”建设高校，教育部与湖南省重点共建“双一流”建设高校，教育部普通高等学校本科教学工作水平评估优秀高校。学校占地近3000亩，建筑面积133万平方米。主校区西偎麓山，东濒湘江，风光秀丽，是全国绿化“400佳”单位之一。学校设有24个学院，现有本科专业94个，本科,86,55,0,1408,0
57,西安电子科技大学,本科,理工类,公办,2,1,双一流,3.5,19,29,2,陕西,西安市,雁塔区,"北校区：陕西省西安市太白南路2号,南校区：陕西省西安市西沣路兴隆段266号",zsb@mail.xidian.edu.cn,"029-88202335,029-88204236","https://zsb.xidian.edu.cn, https://www.xidian.edu.cn/",,西安电子科技大学是以电子与信息学科为特色，工、理、管、文、经等多学科协调发展的全国重点大学，直属教育部。目前有南、北两个校区，总占地面积3944.8亩，校舍建筑面积159.06万平方米。学校前身是1931年诞生于江西瑞金的中央革命军事委员会无线电学校，是毛泽东等老一辈革命家亲手创建的我党我军第一所工程技术学校，跟随中国工农红军经历了长征并在长征路上坚持,40,43,0,487,38
56,河北经贸大学,本科,财经类,公办,2,2,,1,0,10,0,河北,石家庄市,,河北省石家庄市学府路47号,jmdxzsb@163.com,0311-87655611,"https://zhaosheng.hueb.edu.cn/, https://www.hueb.edu.cn/",严谨为师、勤奋为学、诚信为人,河北经贸大学是河北省重点建设的骨干大学，是以经济学、管理学、法学为主，兼有哲学、文学、理学、工学和艺术学的多学科财经类大学。学校办学历史最早可上溯至1953年的河北省供销合作总社石家庄合作学校，后几经发展变迁，1995年由河北财经学院、河北经贸学院、河北商业高等专科学校等合并组建而成河北经贸大学。学校分北、南、西三个校区办学。其中南、西校区为,312,206,0,0,0
55,河北科技大学,本科,理工类,公办,2,2,,,1,28,0,河北,石家庄市,,河北省石家庄市裕翔街26号,webmaster@hebust.edu.cn,0311-81668135,"https://bkzs.hebust.edu.cn/, https://www.hebust.edu.cn/",,河北科技大学坐落于河北省石家庄市，占地2427亩，由原河北轻化工学院、河北机电学院、河北省纺织职工大学、河北纺织工业学校合并组建而成。1956年举办高等教育，在多年的办学历程中，学校始终坚持“致力于人的全面发展，服务于区域经济建设和社会进步”的办学宗旨，秉承“兴业、尽责”的校训和“进取、协作、奉献”的科大精神，为国家培养了30余万优秀毕业生。学,228,194,0,2128,0
54,河北大学,本科,综合类,公办,2,2,,1.5,18,44,1,河北,保定市,,"五四路校区：河北省保定市五四东路180号,七一路校区：河北省保定市七一东路 2666号,裕华路校区：河北省保定市裕华东路342号",hbuzsb@hbu.edu.cn,0312-5079698,"https://zhaoban.hbu.edu.cn/index, https://www.hbu.edu.cn/",实事求是,河北大学是教育部与河北省人民政府“部省合建”高校，河北省重点支持的国家一流大学建设一层次高校。学校始建于1921年，初名天津工商大学，校址位于天津市马场道141号。建校伊始，学校即以本科建制，大学立名，秉持“育中华有为之青年、办德智并育之大学、促中国之现在化”的办学宗旨，致力于培养工商人才。1933年，学校更名为天津工商学院，“实事求是”校训传统,126,78,0,1686,0
53,对外经济贸易大学,本科,财经类,公办,2,1,双一流,3,7,12,2,北京,北京市,朝阳区,北京市朝阳区惠新东街10号,zhaosheng@uibe.edu.cn,010-64492178,"https://aeo.uibe.edu.cn/front/channel.jspa?channelId=841, https://www.uibe.edu.cn/",,对外经济贸易大学（UniversityofInternationalBusinessandEconomics）是教育部直属高校，教育部与商务部共建高校，首批国家“双一流”建设和首批“211工程”建设高校。对外经济贸易大学办学历史悠久，是新中国第一所培养对外贸易专门人才的高等学府，创建于1951年，前身为隶属于中央人民政府贸易部的高级商业干部学校。1953年更名为北京对外贸易专科学校。1954年，中国人民大学对,54,59,1201-1400,722,0
52,北京师范大学,本科,综合类,公办,1,1,双一流,4.5,34,36,0,北京,北京市,海淀区,北京市新街口外大街19号,zsb@bnu.edu.cn,010-58807962,"https://admission.bnu.edu.cn/, https://www.bnu.edu.cn",学为人师 行为世范,北京师范大学是教育部直属重点大学，是一所以教师教育、教育科学和文理基础学科为主要特色的著名学府。学校的前身是1902年创立的京师大学堂师范馆，1908年改称京师优级师范学堂，独立设校，1912年改名为北京高等师范学校。1923年学校更名为北京师范大学，成为中国历史上第一所师范大学。1931年、1952年北平女子师范大学、辅仁大学先后并入北京师范大学。百余年来，北,19,14,271,206,12
